date,tweet,label,link,hashtags,username,name_x,day,hour,urls,photos,video,retweet,nlikes,nreplies,nretweets,quote_url,reply_to,bio,url,join_date,join_time,tweets,location,following,followers,likes,media,private,verified,avatar,background_image
23/2/2021 0:42,i have to write about something difficult i’m over coming and the only thing i’m over coming rn is getting through my untreated mental illness and suicidal thoughts. girl i cant write about that!!!!,2,https://twitter.com/miaaconsuelo/status/1363891874268733441,[],miaaconsuelo,mia,2,0,[],[],0,FALSE,0,0,0,,[],she/her~ ♋️,,24/1/2021,04:52:32 UTC,701,,83,32,3582,40,FALSE,FALSE,https://pbs.twimg.com/profile_images/1364411155125465088/jBOgHiY5_normal.jpg,https://pbs.twimg.com/profile_banners/1353203928595378177/1611712985
23/2/2021 0:41,"@_yunggolden yes and it can also bring difficulty in pregnancy, suicidal thoughts in women... just a cursed full moon fr😭",1,https://twitter.com/persiansnack/status/1363891579333660674,[],persiansnack,armina🔮‎‏﮼آرمینا,2,0,[],[],0,FALSE,0,1,0,,"[{'screen_name': '_yunggolden', 'name': 'Des', 'id': '4692948205'}]",• energy supplier • empath • intuitive,https://t.co/WBazZR42f4,31/12/2014,02:41:06 UTC,28416,☼ ♓︎ ☽ ♌︎ ↑ ♈︎,418,1446,42649,569,FALSE,FALSE,https://pbs.twimg.com/profile_images/1365411915451625472/utLIoONy_normal.jpg,https://pbs.twimg.com/profile_banners/2952898224/1614657075
23/2/2021 0:38,"This pic was around 2019 if im not mistaken. Aih i remember those days where i had constant suicidal thoughts, and self harm myself. I went thru medications all by myself and this bijj never left me alone. She always there right beside me",1,https://twitter.com/_elqadri/status/1363891030836146180,[],_elqadri,甄,2,0,[],[],0,FALSE,2,1,1,https://twitter.com/zahiraisy/status/1363883169884241922,[],Siapa ada maid maiden sunday boleh slide to my dm.,https://t.co/DqSl2GZQzQ,10/3/2014,12:14:52 UTC,28452,dapur,165,493,493,131,FALSE,FALSE,https://pbs.twimg.com/profile_images/1225387488543293440/hJAl4yE9_normal.jpg,https://pbs.twimg.com/profile_banners/2382050712/1607609094
23/2/2021 0:38,"On a serious note; if you're feeling depressed or suicidal with this pandemic, we can always talk. I understand what you're going through, as I have survived suicidal ideation. And even though things still aren't perfect, it's been 6 years and I'm glad I'm still here! :3",1,https://twitter.com/DiegoDrives/status/1363890873608593409,[],DiegoDrives,Am smol n feerse,2,0,[],[],0,FALSE,3,0,0,,[],"Diego Sheppy's furry car account! Gay | Male | 33 | GSD | smol & fuzzy | current cars: 99 Volvo V70R GT, 5spd I5 turbo, 04 Volvo XC70 @ 258k",,1/1/2019,15:17:22 UTC,2945,"New Hampshire, USA",142,88,5504,225,FALSE,FALSE,https://pbs.twimg.com/profile_images/1282631598412836870/RYxqMDun_normal.jpg,https://pbs.twimg.com/profile_banners/1080120805500039168/1547402267
23/2/2021 0:38,Highkey suicidal but it doesn't matter because I can just drown my pills with some whiskey &amp; go to sleep,2,https://twitter.com/hrhrawah/status/1363890860774064133,[],hrhrawah,®️🐈,2,0,[],[],0,FALSE,0,0,0,,[],"Stringimi forte
~meow~
I open at the close
#سلفع",,1/1/2019,18:34:46 UTC,15161,🇮🇹,241,83,2600,223,FALSE,FALSE,https://pbs.twimg.com/profile_images/1362902252596396033/wi8lwfDR_normal.jpg,https://pbs.twimg.com/profile_banners/1080170482933088257/1613776193
23/2/2021 0:37,"@OhioDavee I was suicidal but I realized that my family was important to me, I had hatred from people and judged  have this depression and problems, having job and be part of this fan base is just so much eye opener, never had this much appreciation from people Zack's movie reflected on me",2,https://twitter.com/KenLewis28/status/1363890790712242178,[],KenLewis28,Ken Lewis,2,0,[],[],0,FALSE,27,0,0,,"[{'screen_name': 'OhioDavee', 'name': 'Amateur Watcher', 'id': '3133580120'}]","Comic book artist, Background artist, Animator

Associate producer of ZSJL 🙋🏻‍♂️",,14/8/2017,12:22:44 UTC,1489,Mongolia,117,161,4877,307,FALSE,FALSE,https://pbs.twimg.com/profile_images/1321386350885548034/PPMvbzxa_normal.jpg,https://pbs.twimg.com/profile_banners/897070985182011393/1603878033
23/2/2021 0:37,Last I knew my old therapist whose husband is a detective was too busy coddling a woman whose boyfriend was suicidal. She wasn't smart enough to leave him so I blocked her on social media.,0,https://twitter.com/blackeyedcat69/status/1363890763835330568,[],blackeyedcat69,Cassandra Carbee,2,0,[],[],0,FALSE,0,0,0,,[],"Mom of an amazing daughter, music lover, overly sarcastic and I like cheese.",,28/1/2009,04:41:20 UTC,26868,Vermont,1203,576,6577,2707,FALSE,FALSE,https://pbs.twimg.com/profile_images/1212147955140120576/y6zAsow7_normal.jpg,https://pbs.twimg.com/profile_banners/19636458/1534133342
23/2/2021 0:36,"Sergeant Nesbitt’s commendation for patiently working to save a suicidal 11 year old who had a large kitchen knife pointed at herself and wanted to die.  (The applause at the end was added by your truly, since no squad mates were allowed to be there) #Orovalleypd #WellDone  https://t.co/hPD6V1EVKn",0,https://twitter.com/OroValleyPD/status/1363890343251501056,"['orovalleypd', 'welldone']",OroValleyPD,Oro Valley Police,2,0,[],[],1,FALSE,68,5,4,,[],Oro Valley Police Department @orovalley @ovpd,https://t.co/nGMAZ6iMJB,5/10/2012,17:15:39 UTC,3431,"Oro Valley, AZ",710,6188,233,555,FALSE,FALSE,https://pbs.twimg.com/profile_images/2684174645/8a5efd0633bc007501c72bbc2da14dc7_normal.jpeg,https://pbs.twimg.com/profile_banners/863374752/1611091904
23/2/2021 0:34,I'm not suicidal; but just remember that it's not everybody that loves you.  Even your own blood will take you out.,1,https://twitter.com/Motlotlo2/status/1363889996596445184,[],Motlotlo2,Outie,2,0,[],[],0,FALSE,1,0,1,,[],Stage Lighting Desinger & Consultant | Electrosonic SA | ProudTech Solutions,,24/6/2016,04:00:04 UTC,1324,"Johannesburg, South Africa",345,281,7501,118,FALSE,FALSE,https://pbs.twimg.com/profile_images/1324448399526080514/PYCwTBYa_normal.jpg,https://pbs.twimg.com/profile_banners/746191132959219717/1608846924
23/2/2021 0:33,you’re suicidal.,0,https://twitter.com/SlicSpud/status/1363889662159388673,[],SlicSpud,🍊🖤,2,0,[],[],0,FALSE,0,0,0,https://twitter.com/kmintuition/status/1363531156319318025,[],,https://t.co/Oe6TG7pIzq,12/5/2012,16:09:46 UTC,37734,"Detroit, MI",1946,2713,1919,190,FALSE,FALSE,https://pbs.twimg.com/profile_images/1277568561926504450/rVT-TUMb_normal.jpg,https://pbs.twimg.com/profile_banners/578184697/1526571122
23/2/2021 0:32,@catnipwitch @kmintuition I know but normalizing it normalizes that overlapped group of suicidal thoughts. It’s OK to be a nihilist but it’s a topic everyone needs to be mindful about. Suicidal people don’t have a very healthy state of mind so we need to be careful about what we could be encouraging.,0,https://twitter.com/neosevgism/status/1363889405069418498,[],neosevgism,Sevgi but English,2,0,[],[],0,FALSE,0,0,0,,"[{'screen_name': 'catnipwitch', 'name': '𝒦𝒶𝒾𝑒➶', 'id': '1352149233206439936'}, {'screen_name': 'kmintuition', 'name': 'ماريتش', 'id': '2430826332'}]",Turkish SJW writing in Los Angeles 🌞 ADHD brain || Intersectional F word 🌱 Black Lives Matter || Caution: Haters die younger ☠️ she/ra,,4/4/2020,16:41:16 UTC,2607,"Hollywood, Los Angeles",589,798,8023,252,FALSE,FALSE,https://pbs.twimg.com/profile_images/1277841480615227393/OPi1B1jc_normal.jpg,https://pbs.twimg.com/profile_banners/1246477905242316800/1604095221
23/2/2021 0:27,"@ashberrykush @kmintuition Glad you are grounded but also now you are the spokesperson of all the suicidal people? You speak for yourself. Instead of getting all defensive and hostile, they could just try to understand people who lost people they cared for to suicide and be mindful about possible impacts.",0,https://twitter.com/neosevgism/status/1363888030642135040,[],neosevgism,Sevgi but English,2,0,[],[],0,FALSE,0,1,0,,"[{'screen_name': 'ashberrykush', 'name': 'Ash', 'id': '1353837703775838209'}, {'screen_name': 'kmintuition', 'name': 'km is taking a break.', 'id': '2430826332'}]",Turkish SJW writing in Los Angeles 🌞 ADHD brain || Intersectional F word 🌱 Black Lives Matter || Caution: Haters die younger ☠️ she/ra,,4/4/2020,16:41:16 UTC,2607,"Hollywood, Los Angeles",589,798,8023,252,FALSE,FALSE,https://pbs.twimg.com/profile_images/1277841480615227393/OPi1B1jc_normal.jpg,https://pbs.twimg.com/profile_banners/1246477905242316800/1604095221
22/2/2021 14:13,@kmintuition Look at the quotes you have like you could be triggering actually suicidal people,0,https://twitter.com/neosevgism/status/1363733676522016770,[],neosevgism,Sevgi but English,1,14,[],[],0,FALSE,1,0,0,,"[{'screen_name': 'kmintuition', 'name': 'ماريتش', 'id': '2430826332'}]",Turkish SJW writing in Los Angeles 🌞 ADHD brain || Intersectional F word 🌱 Black Lives Matter || Caution: Haters die younger ☠️ she/ra,,4/4/2020,16:41:16 UTC,2607,"Hollywood, Los Angeles",589,798,8023,252,FALSE,FALSE,https://pbs.twimg.com/profile_images/1277841480615227393/OPi1B1jc_normal.jpg,https://pbs.twimg.com/profile_banners/1246477905242316800/1604095221
22/2/2021 14:12,"@kmintuition Ok you aren’t suicidal but the “not wanting to exist” state of mind you want to normalize can only be actualized by committing suicide and a suicidal person could be encouraged by this stupid wisdom you think you have. So no friend, you don’t get to talk about critical thinking.",0,https://twitter.com/neosevgism/status/1363733415875342337,[],neosevgism,Sevgi but English,1,14,[],[],0,FALSE,3,6,0,,"[{'screen_name': 'kmintuition', 'name': 'km is taking a break.', 'id': '2430826332'}]",Turkish SJW writing in Los Angeles 🌞 ADHD brain || Intersectional F word 🌱 Black Lives Matter || Caution: Haters die younger ☠️ she/ra,,4/4/2020,16:41:16 UTC,2607,"Hollywood, Los Angeles",589,798,8023,252,FALSE,FALSE,https://pbs.twimg.com/profile_images/1277841480615227393/OPi1B1jc_normal.jpg,https://pbs.twimg.com/profile_banners/1246477905242316800/1604095221
22/2/2021 14:09,"@kmintuition @andreakarina_g Ok you aren’t suicidal but there is no actualizing the “not wanting to exist” state of mind other than actually committing suicide and a suicidal person could be encouraged by this stupid wisdom you think you have. So no friend, you don’t get to talk about critical thinking.",0,https://twitter.com/neosevgism/status/1363732619603505162,[],neosevgism,Sevgi but English,1,14,[],[],0,FALSE,0,1,0,,"[{'screen_name': 'kmintuition', 'name': 'km', 'id': '2430826332'}, {'screen_name': 'andreakarina_g', 'name': 'dre', 'id': '2486644399'}]",Turkish SJW writing in Los Angeles 🌞 ADHD brain || Intersectional F word 🌱 Black Lives Matter || Caution: Haters die younger ☠️ she/ra,,4/4/2020,16:41:16 UTC,2607,"Hollywood, Los Angeles",589,798,8023,252,FALSE,FALSE,https://pbs.twimg.com/profile_images/1277841480615227393/OPi1B1jc_normal.jpg,https://pbs.twimg.com/profile_banners/1246477905242316800/1604095221
23/2/2021 0:32,@willowlufc Yeah he said he was feeling suicidal last year so I gave him my number so he could talk. Crazy dude. Rang me everyday none stop for a few weeks 😂,0,https://twitter.com/adamtheleedsfa1/status/1363889365840261122,[],adamtheleedsfa1,adamtheleedsfan,2,0,[],[],0,FALSE,1,1,0,,"[{'screen_name': 'willowlufc', 'name': 'chris wilson', 'id': '1089632870208020481'}]",contributor to @ortaknowbetter podcast. Proud Leeds fan.,,2/2/2021,11:18:52 UTC,171,"Leeds, England",460,210,357,5,FALSE,FALSE,https://pbs.twimg.com/profile_images/1364583125720924160/kJNsWAFj_normal.jpg,https://pbs.twimg.com/profile_banners/1356562643000115204/1614176945
23/2/2021 0:31,"@IcyGallup Young man. I like the enthusiasm &amp; positive vibes ur bringing to people, (esp helping them thru suicidal thots!)  But you got to understand the team needs a top 15 def to compete. They went 1-3 to start szn &amp; gave up BIG TIME PTS.  Defense, Defense, Defense.",0,https://twitter.com/SteveCornette/status/1363889082548502537,[],SteveCornette,The #tolo from the 859,2,0,[],[],0,FALSE,1,0,0,,"[{'screen_name': 'IcyGallup', 'name': 'Carter', 'id': '1230381510794059776'}]","Fmr football coach & scout of 30yrs. 
Fmr baseball coach of 15yrs.
#cowboysnation #BBN Cowboys fan since 70s. Wildcat fan at birth. Angie's guy for life.",,18/10/2011,12:08:25 UTC,15687,"Lexington, Ky.",1216,588,11071,934,FALSE,FALSE,https://pbs.twimg.com/profile_images/1302960805642752001/D3YVlUkJ_normal.jpg,https://pbs.twimg.com/profile_banners/393351498/1569187218
23/2/2021 0:30,@HEROINNIT Here’s a few  and fair warning a lot of then have //SH and suicide/suicidal thoughts    https://t.co/p52Ll5FMIq   https://t.co/UnAzvbECVO   https://t.co/IyOA2CDmQg   https://t.co/r8msWJoVeZ    https://t.co/4tZ9rBw6dh,0,https://twitter.com/lkitty042/status/1363888965460385797,[],lkitty042,Sage is on HIATUS,2,0,"['https://archiveofourown.org/works/29314920', 'https://archiveofourown.org/works/28661379', 'https://archiveofourown.org/works/28203864?view_full_work=true', 'https://archiveofourown.org/works/28248783', 'https://archiveofourown.org/works/27628214']",[],0,FALSE,1,2,0,,"[{'screen_name': 'HEROINNIT', 'name': 'grace :)', 'id': '3091193534'}]",I go by Sage or Fable doesn’t matter which. BLM ✊🏼✊🏽✊🏾✊🏿 She/Her pronouns pfp credit: @Sleepy_wowowo,,17/11/2019,04:28:49 UTC,22562,Your mom(minor),1257,327,79454,481,FALSE,FALSE,https://pbs.twimg.com/profile_images/1366892549701570560/GW7f3xKt_normal.jpg,https://pbs.twimg.com/profile_banners/1195921663105413120/1614784831
23/2/2021 0:30,"Ok I like horror movies as much as the next guy, but there should really be more of a disclaimer on some of this stuff. I would not recommend anyone with severe depression, anxiety or suicidal thoughts watch the movie ""The Lodge."" Violent gun suicide with really no warning.",0,https://twitter.com/JadeBan512/status/1363888906219962369,[],JadeBan512,I need a sugar person,2,0,[],[],0,FALSE,0,1,0,,[],Lifelong Mainer. Mom. BSN. Singer. Twisted #Resistor. Love my country (without all the white supremacy and toxic masculinity). Huge psych geek.,,27/9/2016,02:58:49 UTC,9414,,1563,644,1591,1170,FALSE,FALSE,https://pbs.twimg.com/profile_images/1366896821201756168/8rjOG2mJ_normal.jpg,https://pbs.twimg.com/profile_banners/780602566895820800/1610950178
23/2/2021 0:30,"@bbcnickrobinson How about suicidal Mr Robinson! Enough is enough. This has to stop. This is not about a virus anymore! I think it may have been initially, but now there is different agenda.  Why don't you investigate? Oops you can't, you are an extension of the govt propaganda!",0,https://twitter.com/READFrogmore1/status/1363888818533896194,[],READFrogmore1,JULIE READ,2,0,[],[],0,FALSE,0,0,0,,"[{'screen_name': 'bbcnickrobinson', 'name': 'Nick Robinson', 'id': '25984418'}]",,,17/10/2012,17:43:31 UTC,1750,,116,30,9935,2,FALSE,FALSE,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,
23/2/2021 0:15,loving me is suicidal,1,https://twitter.com/_smansoori/status/1363885016111927296,[],_smansoori,mansoori,2,0,[],[],0,FALSE,0,0,1,,[],3.2,,18/4/2019,12:24:28 UTC,9272,far away,112,198,7688,5,FALSE,FALSE,https://pbs.twimg.com/profile_images/1365410312434909186/MtTKZmiC_normal.jpg,https://pbs.twimg.com/profile_banners/1118852795329859585/1614374214
23/2/2021 0:29,I’m high key suicidal 😪 HELP!!🥲,2,https://twitter.com/_sayce/status/1363888602896343051,[],_sayce,gream🐀,2,0,[],[],0,FALSE,1,2,0,,[],,,25/5/2016,12:10:42 UTC,2250,No mans island,238,169,2492,126,FALSE,FALSE,https://pbs.twimg.com/profile_images/1359648774327533573/4zDXkAS8_normal.jpg,https://pbs.twimg.com/profile_banners/735442969805901824/1612793062
23/2/2021 0:28,No matter what happens with me and my family im always the one ultimately in control cause Im the suicidal fuck and can just fucking killmyself if they piss me off,2,https://twitter.com/sixfootw0/status/1363888342396510209,[],sixfootw0,6’2 waste of genes,2,0,[],[],0,FALSE,1,0,0,,[],,,13/10/2020,11:20:46 UTC,2129,,125,49,15527,352,FALSE,FALSE,https://pbs.twimg.com/profile_images/1360546175242416133/nV_5cC0T_normal.jpg,https://pbs.twimg.com/profile_banners/1315975646057844736/1612948631
23/2/2021 0:27,@anupr3 That will be suicidal @imVkohli,0,https://twitter.com/pendown/status/1363888224637095937,[],pendown,Rajesh Abraham,2,0,[],[],0,FALSE,1,0,0,,"[{'screen_name': 'anupr3', 'name': 'anup', 'id': '492981580'}]","Journalist with The New Indian Express. Previously with OBP, PTI, AFX (Delhi), PTI (Chennai), HBL, BS, FC (Mumbai)",https://t.co/xJ9SmWI3XY,3/7/2009,09:35:41 UTC,59472,"Cochin, India",2170,6250,45125,1444,FALSE,TRUE,https://pbs.twimg.com/profile_images/1351776656722063360/sdzQF18__normal.jpg,https://pbs.twimg.com/profile_banners/53344015/1512577170
23/2/2021 0:27,"This. I always have to over explain the fact that no I am not suicidal, but THIS ADULTING SHIT IS TIRESOME. HEALING FROM SHIT THAT WAS BESTOWED UPON ME IN THE WOMB IS TIRESOME. I don’t wanna die. I just wanna nap for a veryyyyy long time.",1,https://twitter.com/OrganicRays/status/1363888201606324233,[],OrganicRays,Cole 🦋,2,0,[],[],0,FALSE,2,0,0,https://twitter.com/kmintuition/status/1363531156319318025,[],25•I write poems about love•Wellness advocate cashapp:$cococlaire IG:@organicrays,,16/12/2018,18:41:56 UTC,24341,"Austin, TX",789,711,31539,915,FALSE,FALSE,https://pbs.twimg.com/profile_images/1323171486736257025/APGdQEMk_normal.jpg,https://pbs.twimg.com/profile_banners/1074374080579674112/1605107990
23/2/2021 0:27,"Not only am I a fan of DC Comics &amp; @ZackSnyder, I also suffer with depression &amp; suicidal thoughts. I cant begin to imagine the pain he &amp; his loved ones experienced with the loss of Autumn but I appreciate the hard work he's given to The Snyder cut but also to Suicide prevention.",2,https://twitter.com/Krashy/status/1363888086954901510,[],Krashy,⚡Krashy on Spellbreak⚡,2,0,[],[],0,FALSE,2,0,1,https://twitter.com/ray8fisher/status/1363883048593477635,[],"@PlaySpellbreak Content Creator, Caster and Analyst / @element_sb #Spellbreak KrashyBusiness@gmail.com",https://t.co/7EAph72i5G,12/8/2009,16:10:13 UTC,84113,"Houston, TX",748,4352,1320,4621,FALSE,FALSE,https://pbs.twimg.com/profile_images/1364675720836915201/MiLsxEwc_normal.jpg,https://pbs.twimg.com/profile_banners/65075921/1599504244
23/2/2021 0:27,@kilovh Xasthur (depressive suicidal black metal) kinda broke up even though it's a one man band  his resurrection of the brand as a bluegrass artist has been great though,0,https://twitter.com/bitemyapp/status/1363888063802466305,[],bitemyapp,Chris Allen (St Titian of Brescia),2,0,[],[],0,FALSE,0,0,0,,"[{'screen_name': 'kilovh', 'name': '🦌', 'id': '1667916080'}]","Husband to a queen, father to a prince | https://t.co/0GjJyMOfhr working on print | ~monbec-hidsun | black metal Catholicism | 4th deg KofC | Phil. 1:21🇻🇦🇺🇸",https://t.co/l1z9gQcFC2,1/7/2010,05:11:16 UTC,233435,"Austin, TX",889,4526,269874,16722,FALSE,FALSE,https://pbs.twimg.com/profile_images/1325160457355849728/DtVcspvZ_normal.jpg,https://pbs.twimg.com/profile_banners/161569820/1598015374
22/2/2021 8:47,tw // suicidal thoughts   here if anyone needs them right now:   (I just read back through this myself)   (also feel free to add to the replies in the OG tweet like I said it’s in my bookmarks now),0,https://twitter.com/septicsaturn/status/1363651674116677632,[],septicsaturn,♡ jenes ♡,1,8,[],[],0,FALSE,2,0,0,https://twitter.com/septicsaturn/status/1356248599089324032,[],"#TOMMY Wilbur, we’re like brothers...| jsetwt, mcytwt, uatwt |",,17/6/2020,16:36:18 UTC,15191,minor | multi fandom | she/her,763,847,17048,785,FALSE,FALSE,https://pbs.twimg.com/profile_images/1367151125913305100/620473mp_normal.jpg,https://pbs.twimg.com/profile_banners/1273293321213968391/1614789223
23/2/2021 0:25,@EssexPR Cannot believe hospitality being kept closed this long its suicidal for the government in tax revenue in the long run because it will never get to normality now.its fucked by hmg.,0,https://twitter.com/akadaz92/status/1363887581285543936,[],akadaz92,akadaz92,2,0,[],[],0,FALSE,0,0,0,,"[{'screen_name': 'EssexPR', 'name': 'Adam Brooks', 'id': '41702018'}]",,,28/10/2014,18:52:30 UTC,3131,"East Midlands, England",75,21,6976,1,FALSE,FALSE,https://pbs.twimg.com/profile_images/1357402226168393729/QPZNqhxc_normal.jpg,
23/2/2021 0:25,"@7kaiguy @Mature_Gambino @akinDFB i still think its much easier said than done, and nobodys becoming depressive or suicidal over it, we are all trying to work over it slowly but on nother note death isnt as bad a thing as people make it out to be--dont know why you got salty in 1st place to tell a rando to die🗿",1,https://twitter.com/ddaniliciouso/status/1363887556408995842,[],ddaniliciouso,Corianderette✨,2,0,[],[],0,FALSE,1,2,0,,"[{'screen_name': '7kaiguy', 'name': '7kai', 'id': '389559701'}, {'screen_name': 'Mature_Gambino', 'name': 'The Gentleman', 'id': '146184268'}, {'screen_name': 'akinDFB', 'name': 'mr. sosa', 'id': '2799981020'}]","Dani/Dan ||19|| They/Them || Indian || Student || 🖤🤍💜🌈
I draw anime stuff sometimes
|| IG: @ddaniliciouso ||
 
✨WATCH AKUDAMA DRIVE✨",,16/10/2019,09:36:40 UTC,2661,,46,36,3238,200,FALSE,FALSE,https://pbs.twimg.com/profile_images/1358438996821479425/iEQwyvWF_normal.jpg,https://pbs.twimg.com/profile_banners/1184402733501075457/1607680913
